try_number,demand_scenario,preemption_strategy,hold_duration,priority_enabled,priority_distance,vehicle_id,start_time,end_time,travel_time
1,normal,none,0,False,0.0,399,720.0,837.0,117.0
1,normal,none,0,False,0.0,326,588.0,843.0,255.0
1,normal,none,0,False,0.0,397,716.0,846.0,130.0
1,normal,none,0,False,0.0,363,655.0,848.0,193.0
1,normal,none,0,False,0.0,380,685.0,848.0,163.0
1,normal,none,0,False,0.0,396,714.0,848.0,134.0
1,normal,none,0,False,0.0,398,718.0,848.0,130.0
1,normal,none,0,False,0.0,405,750.0,848.0,98.0
1,normal,none,0,False,0.0,413,745.0,849.0,104.0
1,normal,none,0,False,0.0,452,815.0,850.0,35.0
1,normal,none,0,False,0.0,408,739.0,854.0,115.0
1,normal,none,0,False,0.0,427,770.0,854.0,84.0
1,normal,none,0,False,0.0,334,643.0,856.0,213.0
1,normal,none,0,False,0.0,467,842.0,859.0,17.0
1,normal,none,0,False,0.0,327,590.0,863.0,273.0
1,normal,none,0,False,0.0,391,705.0,863.0,158.0
1,normal,none,0,False,0.0,456,822.0,864.0,42.0
1,normal,none,0,False,0.0,468,844.0,865.0,21.0
1,normal,none,0,False,0.0,432,779.0,868.0,89.0
1,normal,none,0,False,0.0,409,738.0,869.0,131.0
1,normal,none,0,False,0.0,308,559.0,872.0,313.0
1,normal,none,0,False,0.0,435,787.0,880.0,93.0
1,normal,none,0,False,0.0,393,709.0,881.0,172.0
1,normal,none,0,False,0.0,455,820.0,883.0,63.0
1,normal,none,0,False,0.0,450,811.0,886.0,75.0
1,normal,none,0,False,0.0,420,757.0,888.0,131.0
1,normal,none,0,False,0.0,439,792.0,889.0,97.0
1,normal,none,0,False,0.0,453,825.0,889.0,64.0
1,normal,none,0,False,0.0,440,793.0,891.0,98.0
1,normal,none,0,False,0.0,381,687.0,893.0,206.0
1,normal,none,0,False,0.0,390,703.0,893.0,190.0
1,normal,none,0,False,0.0,322,581.0,897.0,316.0
1,normal,none,0,False,0.0,437,788.0,898.0,110.0
1,normal,none,0,False,0.0,387,698.0,900.0,202.0
1,normal,none,0,False,0.0,325,586.0,905.0,319.0
1,normal,none,0,False,0.0,376,678.0,905.0,227.0
1,normal,none,0,False,0.0,426,771.0,906.0,135.0
1,normal,none,0,False,0.0,395,712.0,907.0,195.0
1,normal,none,0,False,0.0,429,774.0,907.0,133.0
1,normal,none,0,False,0.0,474,855.0,907.0,52.0
1,normal,none,0,False,0.0,348,628.0,908.0,280.0
1,normal,none,0,False,0.0,424,765.0,908.0,143.0
1,normal,none,0,False,0.0,421,759.0,910.0,151.0
1,normal,none,0,False,0.0,332,599.0,912.0,313.0
1,normal,none,0,False,0.0,480,865.0,914.0,49.0
1,normal,none,0,False,0.0,486,876.0,915.0,39.0
1,normal,none,0,False,0.0,462,833.0,917.0,84.0
1,normal,none,0,False,0.0,471,849.0,918.0,69.0
1,normal,none,0,False,0.0,470,847.0,919.0,72.0
1,normal,none,0,False,0.0,506,912.0,919.0,7.0
1,normal,none,0,False,0.0,484,873.0,921.0,48.0
1,normal,none,0,False,0.0,438,790.0,922.0,132.0
1,normal,none,0,False,0.0,465,838.0,924.0,86.0
1,normal,none,0,False,0.0,448,810.0,926.0,116.0
1,normal,none,0,False,0.0,460,829.0,927.0,98.0
1,normal,none,0,False,0.0,473,854.0,928.0,74.0
1,normal,none,0,False,0.0,482,872.0,929.0,57.0
1,normal,none,0,False,0.0,515,928.0,929.0,1.0
1,normal,none,0,False,0.0,449,810.0,930.0,120.0
1,normal,none,0,False,0.0,499,901.0,934.0,33.0
1,normal,none,0,False,0.0,496,894.0,936.0,42.0
1,normal,none,0,False,0.0,443,799.0,937.0,138.0
1,normal,none,0,False,0.0,444,801.0,938.0,137.0
1,normal,none,0,False,0.0,445,804.0,944.0,140.0
1,normal,none,0,False,0.0,346,624.0,949.0,325.0
1,normal,none,0,False,0.0,458,826.0,950.0,124.0
1,normal,none,0,False,0.0,476,858.0,952.0,94.0
1,normal,none,0,False,0.0,430,775.0,955.0,180.0
1,normal,none,0,False,0.0,491,885.0,958.0,73.0
1,normal,none,0,False,0.0,446,804.0,962.0,158.0
1,normal,none,0,False,0.0,454,840.0,962.0,122.0
1,normal,none,0,False,0.0,475,859.0,963.0,104.0
1,normal,none,0,False,0.0,372,672.0,964.0,292.0
1,normal,none,0,False,0.0,364,658.0,965.0,307.0
1,normal,none,0,False,0.0,333,601.0,968.0,367.0
1,normal,none,0,False,0.0,514,927.0,969.0,42.0
1,normal,none,0,False,0.0,403,727.0,970.0,243.0
1,normal,none,0,False,0.0,469,846.0,974.0,128.0
1,normal,none,0,False,0.0,497,896.0,976.0,80.0
1,normal,none,0,False,0.0,411,741.0,977.0,236.0
1,normal,none,0,False,0.0,441,795.0,978.0,183.0
1,normal,none,0,False,0.0,422,761.0,983.0,222.0
1,normal,none,0,False,0.0,524,945.0,985.0,40.0
1,normal,none,0,False,0.0,525,946.0,985.0,39.0
1,normal,none,0,False,0.0,425,766.0,986.0,220.0
1,normal,none,0,False,0.0,531,957.0,986.0,29.0
1,normal,none,0,False,0.0,512,923.0,989.0,66.0
1,normal,none,0,False,0.0,428,772.0,990.0,218.0
1,normal,none,0,False,0.0,509,918.0,991.0,73.0
1,normal,none,0,False,0.0,490,883.0,994.0,111.0
1,normal,none,0,False,0.0,418,754.0,998.0,244.0
1,normal,none,0,False,0.0,507,914.0,998.0,84.0
1,normal,none,0,False,0.0,472,851.0,999.0,148.0
1,normal,none,0,False,0.0,503,907.0,1000.0,93.0
1,normal,none,0,False,0.0,483,871.0,1002.0,131.0
1,normal,none,0,False,0.0,414,747.0,1003.0,256.0
1,normal,none,0,False,0.0,549,990.0,1004.0,14.0
1,normal,none,0,False,0.0,485,874.0,1005.0,131.0
1,normal,none,0,False,0.0,487,878.0,1007.0,129.0
1,normal,none,0,False,0.0,530,955.0,1010.0,55.0
1,normal,none,0,False,0.0,442,797.0,1011.0,214.0
1,normal,none,0,False,0.0,477,860.0,1011.0,151.0
1,normal,none,0,False,0.0,522,941.0,1015.0,74.0
1,normal,none,0,False,0.0,463,856.0,1016.0,160.0
1,normal,none,0,False,0.0,401,723.0,1017.0,294.0
1,normal,none,0,False,0.0,561,1011.0,1019.0,8.0
1,normal,none,0,False,0.0,518,934.0,1020.0,86.0
1,normal,none,0,False,0.0,412,743.0,1021.0,278.0
1,normal,none,0,False,0.0,493,889.0,1021.0,132.0
1,normal,none,0,False,0.0,494,891.0,1021.0,130.0
1,normal,none,0,False,0.0,536,966.0,1023.0,57.0
1,normal,none,0,False,0.0,382,689.0,1024.0,335.0
1,normal,none,0,False,0.0,500,901.0,1025.0,124.0
1,normal,none,0,False,0.0,495,892.0,1028.0,136.0
1,normal,none,0,False,0.0,523,943.0,1029.0,86.0
1,normal,none,0,False,0.0,410,739.0,1032.0,293.0
1,normal,none,0,False,0.0,532,984.0,1035.0,51.0
1,normal,none,0,False,0.0,548,988.0,1041.0,53.0
1,normal,none,0,False,0.0,464,837.0,1045.0,208.0
1,normal,none,0,False,0.0,451,813.0,1048.0,235.0
1,normal,none,0,False,0.0,551,993.0,1048.0,55.0
1,normal,none,0,False,0.0,461,831.0,1050.0,219.0
1,normal,none,0,False,0.0,517,942.0,1055.0,113.0
1,normal,none,0,False,0.0,519,936.0,1058.0,122.0
1,normal,none,0,False,0.0,556,1004.0,1060.0,56.0
1,normal,none,0,False,0.0,584,1053.0,1062.0,9.0
1,normal,none,0,False,0.0,550,994.0,1063.0,69.0
1,normal,none,0,False,0.0,571,1029.0,1068.0,39.0
1,normal,none,0,False,0.0,553,997.0,1069.0,72.0
1,normal,none,0,False,0.0,505,910.0,1071.0,161.0
1,normal,none,0,False,0.0,578,1042.0,1073.0,31.0
1,normal,none,0,False,0.0,564,1017.0,1076.0,59.0
1,normal,none,0,False,0.0,559,1008.0,1079.0,71.0
1,normal,none,0,False,0.0,520,937.0,1081.0,144.0
1,normal,none,0,False,0.0,423,922.0,1084.0,162.0
1,normal,none,0,False,0.0,504,909.0,1084.0,175.0
1,normal,none,0,False,0.0,513,925.0,1085.0,160.0
1,normal,none,0,False,0.0,579,1044.0,1085.0,41.0
1,normal,none,0,False,0.0,479,865.0,1086.0,221.0
1,normal,none,0,False,0.0,481,867.0,1086.0,219.0
1,normal,none,0,False,0.0,535,964.0,1087.0,123.0
1,normal,none,0,False,0.0,533,961.0,1088.0,127.0
1,normal,none,0,False,0.0,567,1022.0,1088.0,66.0
1,normal,none,0,False,0.0,534,963.0,1090.0,127.0
1,normal,none,0,False,0.0,557,1004.0,1091.0,87.0
1,normal,none,0,False,0.0,459,828.0,1092.0,264.0
1,normal,none,0,False,0.0,502,905.0,1094.0,189.0
1,normal,none,0,False,0.0,386,919.0,1095.0,176.0
1,normal,none,0,False,0.0,543,979.0,1096.0,117.0
1,normal,none,0,False,0.0,582,1049.0,1097.0,48.0
1,normal,none,0,False,0.0,447,806.0,1099.0,293.0
1,normal,none,0,False,0.0,501,903.0,1100.0,197.0
1,normal,none,0,False,0.0,547,986.0,1101.0,115.0
1,normal,none,0,False,0.0,581,1049.0,1101.0,52.0
1,normal,none,0,False,0.0,558,1006.0,1102.0,96.0
1,normal,none,0,False,0.0,545,982.0,1104.0,122.0
1,normal,none,0,False,0.0,492,887.0,1105.0,218.0
1,normal,none,0,False,0.0,587,1058.0,1106.0,48.0
1,normal,none,0,False,0.0,563,1015.0,1107.0,92.0
1,normal,none,0,False,0.0,593,1069.0,1109.0,40.0
1,normal,none,0,False,0.0,466,840.0,1111.0,271.0
1,normal,none,0,False,0.0,488,880.0,1117.0,237.0
1,normal,none,0,False,0.0,607,1094.0,1120.0,26.0
1,normal,none,0,False,0.0,489,882.0,1121.0,239.0
1,normal,none,0,False,0.0,537,968.0,1125.0,157.0
1,normal,none,0,False,0.0,565,1019.0,1125.0,106.0
1,normal,none,0,False,0.0,572,1050.0,1125.0,75.0
1,normal,none,0,False,0.0,541,975.0,1129.0,154.0
1,normal,none,0,False,0.0,508,916.0,1130.0,214.0
1,normal,none,0,False,0.0,528,952.0,1131.0,179.0
1,normal,none,0,False,0.0,580,1051.0,1131.0,80.0
1,normal,none,0,False,0.0,498,898.0,1132.0,234.0
1,normal,none,0,False,0.0,521,939.0,1135.0,196.0
1,normal,none,0,False,0.0,539,972.0,1136.0,164.0
1,normal,none,0,False,0.0,569,1086.0,1140.0,54.0
1,normal,none,0,False,0.0,538,970.0,1141.0,171.0
1,normal,none,0,False,0.0,516,930.0,1144.0,214.0
1,normal,none,0,False,0.0,526,948.0,1145.0,197.0
1,normal,none,0,False,0.0,511,921.0,1150.0,229.0
1,normal,none,0,False,0.0,560,1009.0,1152.0,143.0
1,normal,none,0,False,0.0,540,973.0,1162.0,189.0
1,normal,none,0,False,0.0,542,977.0,1163.0,186.0
1,normal,none,0,False,0.0,527,950.0,1165.0,215.0
1,normal,none,0,False,0.0,606,1092.0,1167.0,75.0
1,normal,none,0,False,0.0,510,919.0,1169.0,250.0
1,normal,none,0,False,0.0,597,1081.0,1169.0,88.0
1,normal,none,0,False,0.0,570,1027.0,1174.0,147.0
1,normal,none,0,False,0.0,589,1062.0,1175.0,113.0
1,normal,none,0,False,0.0,478,862.0,1176.0,314.0
1,normal,none,0,False,0.0,574,1035.0,1177.0,142.0
1,normal,none,0,False,0.0,612,1103.0,1177.0,74.0
1,normal,none,0,False,0.0,648,1168.0,1178.0,10.0
1,normal,none,0,False,0.0,562,1013.0,1179.0,166.0
1,normal,none,0,False,0.0,644,1161.0,1180.0,19.0
1,normal,none,0,False,0.0,588,1060.0,1182.0,122.0
1,normal,none,0,False,0.0,554,999.0,1186.0,187.0
1,normal,none,0,False,0.0,615,1108.0,1187.0,79.0
1,normal,none,0,False,0.0,631,1156.0,1189.0,33.0
1,normal,none,0,False,0.0,628,1132.0,1193.0,61.0
1,normal,none,0,False,0.0,614,1107.0,1195.0,88.0
1,normal,none,0,False,0.0,623,1123.0,1197.0,74.0
1,normal,none,0,False,0.0,546,984.0,1200.0,216.0
1,normal,none,0,False,0.0,610,1099.0,1201.0,102.0
1,normal,none,0,False,0.0,573,1033.0,1203.0,170.0
1,normal,none,0,False,0.0,575,1036.0,1203.0,167.0
1,normal,none,0,False,0.0,638,1150.0,1203.0,53.0
1,normal,none,0,False,0.0,544,981.0,1211.0,230.0
1,normal,none,0,False,0.0,596,1074.0,1212.0,138.0
1,normal,none,0,False,0.0,604,1100.0,1212.0,112.0
1,normal,none,0,False,0.0,645,1162.0,1212.0,50.0
1,normal,none,0,False,0.0,652,1175.0,1212.0,37.0
1,normal,none,0,False,0.0,598,1078.0,1213.0,135.0
1,normal,none,0,False,0.0,600,1081.0,1218.0,137.0
1,normal,none,0,False,0.0,650,1171.0,1221.0,50.0
1,normal,none,0,False,0.0,635,1144.0,1222.0,78.0
1,normal,none,0,False,0.0,662,1193.0,1223.0,30.0
1,normal,none,0,False,0.0,624,1125.0,1227.0,102.0
1,normal,none,0,False,0.0,552,996.0,1229.0,233.0
1,normal,none,0,False,0.0,590,1063.0,1230.0,167.0
1,normal,none,0,False,0.0,630,1135.0,1230.0,95.0
1,normal,none,0,False,0.0,627,1130.0,1231.0,101.0
1,normal,none,0,False,0.0,617,1112.0,1233.0,121.0
1,normal,none,0,False,0.0,679,1224.0,1234.0,10.0
1,normal,none,0,False,0.0,577,1040.0,1235.0,195.0
1,normal,none,0,False,0.0,674,1215.0,1238.0,23.0
1,normal,none,0,False,0.0,657,1184.0,1239.0,55.0
1,normal,none,0,False,0.0,576,1038.0,1240.0,202.0
1,normal,none,0,False,0.0,618,1114.0,1241.0,127.0
1,normal,none,0,False,0.0,634,1145.0,1241.0,96.0
1,normal,none,0,False,0.0,608,1096.0,1244.0,148.0
1,normal,none,0,False,0.0,583,1051.0,1250.0,199.0
1,normal,none,0,False,0.0,677,1220.0,1250.0,30.0
1,normal,none,0,False,0.0,690,1243.0,1251.0,8.0
1,normal,none,0,False,0.0,603,1087.0,1252.0,165.0
1,normal,none,0,False,0.0,642,1159.0,1252.0,93.0
1,normal,none,0,False,0.0,671,1209.0,1255.0,46.0
1,normal,none,0,False,0.0,676,1218.0,1259.0,41.0
1,normal,none,0,False,0.0,592,1108.0,1264.0,156.0
1,normal,none,0,False,0.0,619,1116.0,1264.0,148.0
1,normal,none,0,False,0.0,566,1020.0,1266.0,246.0
1,normal,none,0,False,0.0,585,1054.0,1269.0,215.0
1,normal,none,0,False,0.0,684,1247.0,1269.0,22.0
1,normal,none,0,False,0.0,705,1270.0,1272.0,2.0
1,normal,none,0,False,0.0,675,1216.0,1279.0,63.0
1,normal,none,0,False,0.0,703,1267.0,1281.0,14.0
1,normal,none,0,False,0.0,591,1065.0,1284.0,219.0
1,normal,none,0,False,0.0,629,1134.0,1284.0,150.0
1,normal,none,0,False,0.0,555,1048.0,1287.0,239.0
1,normal,none,0,False,0.0,622,1121.0,1287.0,166.0
1,normal,none,0,False,0.0,661,1191.0,1288.0,97.0
1,normal,none,0,False,0.0,698,1258.0,1288.0,30.0
1,normal,none,0,False,0.0,637,1148.0,1289.0,141.0
1,normal,none,0,False,0.0,658,1186.0,1290.0,104.0
1,normal,none,0,False,0.0,633,1141.0,1292.0,151.0
1,normal,none,0,False,0.0,670,1207.0,1293.0,86.0
1,normal,none,0,False,0.0,668,1204.0,1296.0,92.0
1,normal,none,0,False,0.0,643,1159.0,1306.0,147.0
1,normal,none,0,False,0.0,625,1126.0,1307.0,181.0
1,normal,none,0,False,0.0,568,1025.0,1308.0,283.0
1,normal,none,0,False,0.0,529,954.0,1311.0,357.0
1,normal,none,0,False,0.0,636,1146.0,1311.0,165.0
1,normal,none,0,False,0.0,696,1254.0,1311.0,57.0
1,normal,none,0,False,0.0,695,1260.0,1312.0,52.0
1,normal,none,0,False,0.0,616,1117.0,1313.0,196.0
1,normal,none,0,False,0.0,655,1180.0,1315.0,135.0
1,normal,none,0,False,0.0,663,1195.0,1316.0,121.0
1,normal,none,0,False,0.0,605,1090.0,1318.0,228.0
1,normal,none,0,False,0.0,599,1114.0,1319.0,205.0
1,normal,none,0,False,0.0,601,1083.0,1319.0,236.0
1,normal,none,0,False,0.0,626,1128.0,1320.0,192.0
1,normal,none,0,False,0.0,639,1152.0,1321.0,169.0
1,normal,none,0,False,0.0,697,1256.0,1321.0,65.0
1,normal,none,0,False,0.0,717,1292.0,1321.0,29.0
1,normal,none,0,False,0.0,620,1117.0,1323.0,206.0
1,normal,none,0,False,0.0,685,1234.0,1324.0,90.0
1,normal,none,0,False,0.0,680,1225.0,1327.0,102.0
1,normal,none,0,False,0.0,691,1245.0,1328.0,83.0
1,normal,none,0,False,0.0,651,1173.0,1329.0,156.0
1,normal,none,0,False,0.0,653,1177.0,1329.0,152.0
1,normal,none,0,False,0.0,692,1247.0,1329.0,82.0
1,normal,none,0,False,0.0,641,1155.0,1330.0,175.0
1,normal,none,0,False,0.0,699,1264.0,1331.0,67.0
1,normal,none,0,False,0.0,656,1260.0,1333.0,73.0
1,normal,none,0,False,0.0,687,1238.0,1333.0,95.0
1,normal,none,0,False,0.0,586,1059.0,1335.0,276.0
1,normal,none,0,False,0.0,665,1198.0,1339.0,141.0
1,normal,none,0,False,0.0,621,1119.0,1341.0,222.0
1,normal,none,0,False,0.0,683,1231.0,1342.0,111.0
1,normal,none,0,False,0.0,713,1285.0,1342.0,57.0
1,normal,none,0,False,0.0,718,1294.0,1342.0,48.0
1,normal,none,0,False,0.0,594,1081.0,1343.0,262.0
1,normal,none,0,False,0.0,640,1153.0,1344.0,191.0
1,normal,none,0,False,0.0,602,1085.0,1346.0,261.0
1,normal,none,0,False,0.0,632,1139.0,1347.0,208.0
1,normal,none,0,False,0.0,735,1324.0,1348.0,24.0
1,normal,none,0,False,0.0,702,1265.0,1352.0,87.0
1,normal,none,0,False,0.0,728,1312.0,1354.0,42.0
1,normal,none,0,False,0.0,730,1316.0,1355.0,39.0
1,normal,none,0,False,0.0,669,1206.0,1356.0,150.0
1,normal,none,0,False,0.0,667,1202.0,1357.0,155.0
1,normal,none,0,False,0.0,609,1106.0,1361.0,255.0
1,normal,none,0,False,0.0,647,1166.0,1364.0,198.0
1,normal,none,0,False,0.0,751,1353.0,1367.0,14.0
1,normal,none,0,False,0.0,757,1364.0,1369.0,5.0
1,normal,none,0,False,0.0,649,1170.0,1370.0,200.0
1,normal,none,0,False,0.0,744,1341.0,1372.0,31.0
1,normal,none,0,False,0.0,707,1274.0,1376.0,102.0
1,normal,none,0,False,0.0,611,1101.0,1378.0,277.0
1,normal,none,0,False,0.0,722,1301.0,1381.0,80.0
1,normal,none,0,False,0.0,660,1189.0,1382.0,193.0
1,normal,none,0,False,0.0,753,1357.0,1382.0,25.0
1,normal,none,0,False,0.0,689,1242.0,1383.0,141.0
1,normal,none,0,False,0.0,712,1284.0,1383.0,99.0
1,normal,none,0,False,0.0,723,1303.0,1385.0,82.0
1,normal,none,0,False,0.0,678,1222.0,1386.0,164.0
1,normal,none,0,False,0.0,706,1272.0,1386.0,114.0
1,normal,none,0,False,0.0,710,1279.0,1386.0,107.0
1,normal,none,0,False,0.0,704,1269.0,1394.0,125.0
1,normal,none,0,False,0.0,762,1373.0,1403.0,30.0
1,normal,none,0,False,0.0,700,1261.0,1404.0,143.0
1,normal,none,0,False,0.0,750,1351.0,1405.0,54.0
1,normal,none,0,False,0.0,595,1072.0,1407.0,335.0
1,normal,none,0,False,0.0,673,1213.0,1408.0,195.0
1,normal,none,0,False,0.0,666,1200.0,1410.0,210.0
1,normal,none,0,False,0.0,672,1211.0,1411.0,200.0
1,normal,none,0,False,0.0,724,1305.0,1411.0,106.0
1,normal,none,0,False,0.0,701,1263.0,1414.0,151.0
1,normal,none,0,False,0.0,719,1296.0,1423.0,127.0
1,normal,none,0,False,0.0,711,1281.0,1426.0,145.0
1,normal,none,0,False,0.0,767,1382.0,1426.0,44.0
1,normal,none,0,False,0.0,681,1227.0,1428.0,201.0
1,normal,none,0,False,0.0,646,1170.0,1429.0,259.0
1,normal,none,0,False,0.0,756,1370.0,1430.0,60.0
1,normal,none,0,False,0.0,654,1179.0,1431.0,252.0
1,normal,none,0,False,0.0,738,1330.0,1432.0,102.0
1,normal,none,0,False,0.0,749,1350.0,1433.0,83.0
1,normal,none,0,False,0.0,785,1414.0,1433.0,19.0
1,normal,none,0,False,0.0,613,1109.0,1435.0,326.0
1,normal,none,0,False,0.0,693,1255.0,1436.0,181.0
1,normal,none,0,False,0.0,721,1304.0,1440.0,136.0
1,normal,none,0,False,0.0,688,1243.0,1444.0,201.0
1,normal,none,0,False,0.0,714,1311.0,1447.0,136.0
1,normal,none,0,False,0.0,782,1409.0,1447.0,38.0
1,normal,none,0,False,0.0,708,1276.0,1448.0,172.0
1,normal,none,0,False,0.0,741,1335.0,1448.0,113.0
1,normal,none,0,False,0.0,740,1333.0,1450.0,117.0
1,normal,none,0,False,0.0,694,1252.0,1452.0,200.0
1,normal,none,0,False,0.0,786,1417.0,1455.0,38.0
1,normal,none,0,False,0.0,729,1314.0,1458.0,144.0
1,normal,none,0,False,0.0,797,1436.0,1458.0,22.0
1,normal,none,0,False,0.0,664,1199.0,1460.0,261.0
1,normal,none,0,False,0.0,731,1317.0,1460.0,143.0
1,normal,none,0,False,0.0,781,1407.0,1461.0,54.0
1,normal,none,0,False,0.0,758,1366.0,1465.0,99.0
1,normal,none,0,False,0.0,773,1393.0,1469.0,76.0
1,normal,none,0,False,0.0,726,1308.0,1470.0,162.0
1,normal,none,0,False,0.0,769,1386.0,1473.0,87.0
1,normal,none,0,False,0.0,788,1424.0,1474.0,50.0
1,normal,none,0,False,0.0,800,1441.0,1474.0,33.0
1,normal,none,0,False,0.0,745,1355.0,1477.0,122.0
1,normal,none,0,False,0.0,682,1229.0,1480.0,251.0
1,normal,none,0,False,0.0,686,1236.0,1482.0,246.0
1,normal,none,0,False,0.0,733,1321.0,1482.0,161.0
1,normal,none,0,False,0.0,754,1359.0,1489.0,130.0
1,normal,none,0,False,0.0,727,1311.0,1490.0,179.0
1,normal,none,0,False,0.0,774,1402.0,1493.0,91.0
1,normal,none,0,False,0.0,794,1433.0,1494.0,61.0
1,normal,none,0,False,0.0,747,1346.0,1497.0,151.0
1,normal,none,0,False,0.0,732,1319.0,1498.0,179.0
1,normal,none,0,False,0.0,739,1332.0,1500.0,168.0
1,normal,none,0,False,0.0,803,1447.0,1500.0,53.0
1,normal,none,0,False,0.0,796,1435.0,1502.0,67.0
1,normal,none,0,False,0.0,743,1339.0,1503.0,164.0
1,normal,none,0,False,0.0,734,1323.0,1506.0,183.0
1,normal,none,0,False,0.0,746,1344.0,1514.0,170.0
1,normal,none,0,False,0.0,810,1481.0,1518.0,37.0
